age,gender,A_total,O_total,C_total,E_total,N_total
20,2,36,26,32,30,37
18,1,31,33,28,29,30
48,1,25,34,34,28,32
55,2,31,34,34,29,27
51,2,33,36,34,30,38
34,2,28,28,28,28,24
51,2,32,32,32,28,33
21,1,23,39,31,24,25
38,2,33,39,35,31,33
16,1,31,37,27,33,27
28,1,24,36,32,24,36
30,2,33,33,35,31,36
18,2,27,31,24,28,28
25,2,28,29,32,30,29
19,1,32,31,34,29,32
16,2,38,36,32,31,30
32,1,33,31,26,30,21
32,2,29,32,31,32,30
16,2,35,29,37,35,42
17,2,36,33,36,28,31
19,2,35,30,30,28,42
68,1,30,33,32,31,22
19,1,33,30,26,33,33
16,1,26,39,35,29,24
18,2,34,33,35,25,36
21,2,34,35,34,32,39
28,2,31,29,35,32,26
25,2,31,33,34,34,24
18,2,35,32,28,36,21
20,2,31,32,27,32,36
31,1,35,33,31,31,34
28,1,29,24,32,28,30
60,2,37,26,31,32,26
32,2,30,32,30,29,18
24,2,32,33,31,31,34
18,1,30,37,35,32,24
24,1,27,26,29,24,31
59,1,28,36,33,32,25
23,2,27,38,35,34,29
41,2,30,30,29,38,22
35,1,37,35,28,31,42
43,2,30,38,35,33,30
21,2,36,27,32,30,36
27,2,37,35,33,30,20
20,2,31,29,31,29,36
15,1,29,31,30,29,24
16,2,36,34,35,32,28
29,2,35,40,35,23,42
15,2,37,32,32,31,25
21,2,33,29,33,29,38
23,2,30,38,33,28,27
13,2,24,27,31,34,29
28,2,24,37,32,29,34
20,1,28,32,32,32,27
41,1,28,33,32,32,29
28,1,38,35,37,34,35
23,1,30,37,30,26,28
24,2,37,31,33,36,32
33,1,34,35,27,32,30
15,2,30,36,35,33,39
18,2,31,27,31,36,39
60,2,35,37,30,33,21
21,2,34,32,25,32,35
18,2,33,37,30,28,25
19,2,32,38,37,30,28
16,2,27,31,29,29,36
24,1,30,31,29,32,31
18,1,26,36,27,30,18
17,2,33,32,26,29,26
52,1,30,26,32,29,30
17,1,31,30,30,33,26
18,1,29,34,34,30,23
17,2,35,38,39,29,30
18,2,34,36,31,30,31
21,1,39,36,26,26,26
29,2,33,31,36,28,36
32,2,31,34,39,27,39
24,2,29,33,28,32,38
57,2,33,32,31,33,24
32,2,33,32,36,34,39
34,1,31,33,31,32,26
26,1,36,37,32,28,23
24,2,33,35,34,33,28
20,2,32,34,32,26,29
41,1,28,37,31,28,29
23,2,37,35,34,38,33
50,2,36,36,36,31,31
14,2,29,31,27,32,39
20,1,28,30,31,29,35
44,2,31,31,34,34,21
23,1,31,32,30,30,25
17,2,32,30,31,29,30
15,2,36,38,31,29,31
28,2,31,32,33,32,34
21,1,33,31,32,29,29
20,1,32,38,33,31,33
17,1,32,28,32,28,27
41,2,32,32,35,31,32
17,2,33,36,34,23,40
19,1,36,31,23,34,29
56,2,33,34,26,32,34
35,1,29,28,28,32,25
17,2,31,29,29,27,30
22,2,30,35,30,32,40
45,1,30,33,31,34,27
64,1,26,30,33,28,34
21,1,31,29,22,35,37
26,1,35,30,31,32,41
24,1,34,28,34,27,38
15,2,27,29,29,22,32
19,1,33,37,31,30,23
30,2,36,31,33,33,23
27,2,30,34,38,25,33
54,1,31,31,32,31,25
21,1,31,28,36,29,35
22,2,30,27,31,30,36
51,1,36,37,34,28,39
1993,2,37,36,35,32,39
26,2,32,34,27,28,33
19,1,37,37,29,34,43
15,2,26,35,27,30,28
22,1,30,33,28,32,27
28,2,33,36,31,34,22
56,2,32,31,33,25,27
30,2,32,34,35,26,35
16,1,27,33,34,29,26
31,1,38,31,32,36,26
16,2,31,32,34,27,28
20,1,30,39,31,31,37
49,1,30,34,28,29,26
31,2,34,36,30,31,33
44,2,31,36,31,27,34
39,1,34,32,39,34,35
14,1,28,27,28,27,34
14,1,34,32,29,29,31
34,2,34,34,30,27,35
19,2,37,28,31,24,43
18,2,36,30,30,33,30
40,1,33,35,35,38,34
16,2,29,35,33,23,29
30,2,32,38,31,30,36
46,2,35,34,33,30,31
31,2,35,34,24,30,33
31,1,27,31,33,28,22
18,1,27,33,30,27,27
41,1,26,37,33,27,37
45,2,31,27,30,27,20
43,2,29,36,32,32,41
22,2,31,28,23,37,23
42,2,31,33,32,34,28
46,2,35,33,34,33,33
23,2,30,27,29,29,35
20,1,29,36,33,31,29
17,1,26,28,31,29,31
18,2,29,40,36,33,39
27,2,29,37,28,28,21
48,2,34,31,33,29,33
23,1,33,36,34,35,34
29,2,38,40,36,34,35
19,2,31,30,30,29,30
19,2,37,34,34,37,40
15,2,34,25,36,36,43
22,2,28,37,35,26,31
33,1,31,36,33,32,34
22,1,27,30,23,32,39
20,2,32,31,29,34,35
33,2,30,26,28,30,36
17,2,32,33,34,35,26
21,1,28,24,28,33,23
43,1,27,33,28,33,20
22,2,34,33,36,26,22
21,2,33,33,35,33,33
16,2,30,36,34,30,33
25,1,27,33,34,30,28
18,2,29,32,36,31,22
33,2,28,33,23,33,29
21,1,31,38,31,25,36
22,2,28,30,28,33,36
21,1,33,32,31,32,28
20,1,36,33,33,33,38
23,2,33,31,34,30,30
38,2,34,36,33,33,33
25,2,31,31,30,32,30
22,2,36,37,32,32,33
23,2,31,30,32,27,27
24,2,31,34,33,26,37
17,2,29,34,31,25,34
17,2,34,35,29,31,25
17,2,37,25,28,36,36
18,2,36,30,35,32,31
17,2,33,36,36,30,39
16,2,30,33,31,28,23
17,2,30,29,30,31,28
17,1,35,32,30,32,35
16,2,34,32,33,32,22
16,1,28,34,30,31,23
17,2,31,25,29,29,32
18,2,34,28,23,28,26
17,2,37,34,37,31,40
17,2,25,31,28,31,19
16,2,36,29,31,25,42
16,1,32,35,32,29,33
18,1,29,35,34,33,25
18,1,36,36,35,33,33
17,1,28,26,30,31,27
15,2,36,34,35,25,38
17,2,34,35,31,35,37
30,1,30,37,30,30,23
59,1,32,34,30,31,22
41,2,34,33,35,33,29
18,1,29,35,31,28,24
17,1,34,34,32,30,35
41,1,33,32,22,35,20
23,2,34,34,31,35,29
23,2,36,26,28,28,29
49,2,31,29,31,30,24
24,2,30,35,23,29,38
20,2,30,35,32,31,35
14,2,27,36,33,30,29
31,1,36,35,24,31,33
53,2,33,35,34,34,24
49,2,30,34,28,30,38
71,1,31,35,28,30,29
24,2,33,32,34,36,27
25,2,25,33,31,30,26
50,1,30,31,31,25,27
37,2,39,28,30,34,21
30,2,30,32,34,34,38
24,2,39,34,30,31,36
42,2,32,31,31,33,29
22,2,29,29,32,30,29
50,2,33,28,24,31,27
16,2,33,32,35,34,34
25,2,33,30,28,28,25
24,1,30,29,38,30,28
65,2,34,34,33,33,21
20,2,30,39,38,28,41
17,2,35,32,36,32,41
26,1,33,34,29,25,31
21,2,34,29,33,31,41
23,2,33,31,35,33,31
43,1,28,33,33,28,32
36,1,31,31,35,30,34
17,2,33,34,31,29,25
34,2,32,34,31,26,26
19,1,33,32,23,29,28
21,2,33,27,29,28,27
28,2,35,33,33,33,38
17,2,29,33,35,28,34
28,1,32,35,35,27,28
27,1,27,38,32,26,32
22,1,35,29,31,28,32
14,2,33,33,33,28,31
35,1,30,32,28,30,27
19,1,34,35,30,33,28
14,2,32,32,34,32,39
47,1,34,30,34,26,18
29,1,29,36,30,28,34
15,2,30,28,28,31,33
60,2,30,34,30,33,24
49,2,38,34,38,27,29
57,2,32,38,32,29,38
37,2,32,37,31,28,26
17,2,30,30,27,34,30
17,1,30,39,28,33,37
16,1,29,34,26,32,23
16,1,28,33,29,29,30
18,1,33,32,35,31,28
17,2,30,38,30,28,31
68,1,33,33,25,32,28
16,2,31,30,33,28,34
23,1,31,38,25,37,23
22,1,34,36,31,28,38
19,2,36,28,29,34,26
23,2,35,37,32,38,33
16,2,37,33,38,33,29
36,2,35,38,36,30,42
34,2,30,37,32,29,24
24,2,29,33,27,28,37
19,1,32,34,31,33,33
30,2,32,33,30,30,38
18,2,29,31,30,32,19
17,2,34,34,29,26,27
18,2,37,38,37,31,38
35,2,35,31,30,33,31
18,2,30,33,30,36,22
30,2,32,36,31,31,29
13,2,34,36,28,27,41
22,2,27,38,34,32,39
16,1,24,33,30,23,23
26,2,29,33,32,25,18
49,2,32,30,28,30,23
21,2,30,30,33,31,33
18,2,31,34,30,33,32
14,2,30,34,27,26,36
47,2,31,31,28,29,26
27,2,31,31,26,33,28
27,2,33,35,32,29,26
49,2,36,33,28,34,28
15,3,33,37,32,27,39
18,2,35,33,29,32,29
18,2,34,32,32,32,33
24,2,34,33,30,29,29
19,2,31,34,35,29,25
18,2,29,32,28,28,30
16,2,32,38,32,32,29
35,2,38,31,28,30,30
21,1,27,34,36,31,34
19,2,34,34,30,34,39
52,2,32,34,29,33,34
24,2,31,34,36,27,36
22,2,34,31,33,32,32
29,2,34,34,32,36,35
19,2,30,36,32,29,34
32,1,32,34,31,32,22
55,2,34,28,29,34,29
35,2,32,26,34,28,30
27,2,35,32,36,32,35
14,2,34,36,35,36,41
21,2,34,32,36,34,29
18,1,28,35,23,28,22
31,1,34,37,36,32,37
30,2,27,30,30,28,42
23,2,34,40,25,32,42
24,1,35,32,32,31,24
38,1,36,34,36,34,24
27,2,30,40,33,27,39
37,1,35,35,36,33,28
18,1,29,39,28,28,38
58,2,33,34,31,27,23
31,2,35,31,33,29,27
19,1,30,33,34,33,24
18,2,33,33,27,30,39
25,1,31,32,34,28,35
18,1,27,38,24,32,40
17,2,33,28,28,30,23
27,1,28,32,29,30,24
17,2,33,37,31,28,34
64,1,31,29,27,30,27
18,2,33,27,32,27,28
27,2,34,39,29,30,24
20,2,31,26,26,31,31
20,2,28,28,34,29,31
20,1,35,28,32,34,28
20,1,36,28,26,33,29
20,2,35,30,29,34,29
28,1,32,34,38,33,30
54,2,39,35,30,32,31
19,2,30,35,27,35,29
37,1,24,31,32,34,24
52,2,32,32,25,32,24
36,2,34,29,29,30,25
48,2,39,36,34,35,25
42,1,31,34,28,29,28
23,1,29,31,28,34,35
27,1,38,38,37,36,31
36,1,30,36,32,32,37
28,2,29,35,26,29,30
35,2,31,29,30,32,31
33,2,30,36,31,27,30
50,2,32,34,31,31,22
30,1,27,30,25,35,36
17,2,32,35,34,29,40
36,1,33,36,22,29,34
22,1,28,37,37,30,32
21,1,33,30,33,30,43
21,2,31,37,39,36,38
43,2,35,38,37,25,33
22,2,33,33,37,31,39
47,2,36,38,35,31,23
17,2,30,36,34,27,29
38,1,32,36,33,28,18
25,2,28,35,30,37,22
39,1,33,34,31,29,25
39,1,33,38,38,25,40
16,2,34,27,28,29,32
15,2,36,37,35,31,33
16,1,35,31,31,30,37
48,2,38,30,30,25,29
15,1,32,30,30,35,28
17,1,34,34,35,31,30
23,2,33,31,35,36,30
20,2,31,26,32,29,40
16,1,31,27,25,27,43
52,1,27,38,32,31,27
23,1,31,34,35,30,29
60,1,32,33,29,29,31
33,1,34,30,28,22,21
17,2,37,28,33,36,40
17,2,33,29,29,31,34
17,2,25,31,28,32,31
22,2,33,36,32,34,34
20,2,33,37,29,30,22
18,1,34,32,28,28,35
23,1,29,32,22,34,18
34,1,33,38,29,32,34
22,2,36,39,26,30,30
49,1,34,38,35,32,33
64,1,34,37,31,28,23
15,2,36,37,35,30,30
24,1,34,31,31,32,34
23,2,39,33,34,35,39
36,2,33,31,36,29,27
27,2,33,38,30,31,38
24,1,26,32,32,35,22
52,1,32,37,34,30,31
23,2,32,35,26,29,19
22,1,32,39,27,32,27
33,2,31,37,36,35,27
45,2,32,36,35,27,26
26,2,29,28,30,30,34
30,2,34,26,29,31,30
29,2,35,31,33,32,22
25,1,33,36,33,29,40
31,1,31,32,32,34,18
19,1,31,34,28,23,25
20,2,37,32,29,31,22
24,2,32,35,31,31,21
18,1,36,35,39,32,35
44,2,35,32,35,36,39
20,2,32,27,34,28,25
64,2,33,37,30,34,20
19,2,34,26,28,34,35
42,1,30,35,30,31,32
57,2,33,35,34,33,25
15,2,33,30,34,30,35
56,1,34,38,35,38,25
20,1,33,32,32,35,33
19,2,24,34,29,31,25
48,1,30,31,27,36,31
14,1,37,37,30,34,35
18,2,32,36,31,30,27
20,1,37,34,31,34,36
27,1,32,36,31,38,20
39,1,26,33,29,31,29
23,2,32,30,32,29,30
37,2,31,32,34,28,35
28,1,32,27,29,32,30
37,2,30,34,31,27,26
28,2,29,31,36,33,38
17,2,33,32,26,31,26
25,2,34,33,30,32,35
21,1,29,34,33,28,30
49,2,32,32,32,23,30
31,2,31,36,38,31,30
20,2,28,31,32,29,27
19,1,26,33,34,33,30
48,2,35,33,35,32,23
25,2,32,28,33,29,29
38,1,27,39,31,32,23
23,2,32,35,29,29,36
41,2,32,35,32,34,17
18,2,30,36,27,32,23
57,1,31,31,32,35,30
54,2,34,33,32,26,22
24,2,32,35,31,31,25
48,1,32,36,30,32,25
18,2,33,36,34,28,38
18,2,25,35,34,28,20
37,2,29,31,34,29,27
29,2,28,30,29,31,27
18,2,35,29,27,35,24
18,2,32,29,34,28,27
26,2,31,33,26,34,22
20,2,36,31,34,29,40
60,1,37,34,36,34,30
43,2,34,33,29,30,32
42,2,33,38,34,27,35
19,2,34,32,30,30,41
32,2,31,30,33,37,38
17,2,33,39,39,31,34
16,2,28,39,38,33,35
28,2,31,32,32,31,27
22,2,32,27,31,24,21
22,2,34,24,30,23,19
38,1,30,31,29,34,31
54,2,31,30,23,29,42
16,2,34,38,34,30,38
17,2,30,30,38,27,39
21,1,30,34,29,27,35
30,2,35,34,27,23,39
35,2,31,30,33,32,34
67,2,38,32,32,34,34
51,2,32,38,32,28,25
15,2,32,34,30,26,30
26,1,29,33,32,30,18
25,1,34,29,32,30,23
24,2,32,29,29,29,30
39,2,30,32,34,30,29
19,2,31,25,29,27,40
24,2,32,32,34,33,34
18,2,32,33,32,27,42
54,1,36,29,30,33,42
28,2,27,25,23,29,23
32,1,34,31,28,34,29
37,2,35,28,25,34,34
21,2,35,38,39,34,41
35,3,36,35,28,33,30
16,1,24,33,26,30,42
28,2,35,26,32,27,34
33,2,33,35,28,34,38
28,2,32,29,25,33,26
20,2,29,31,26,34,30
22,1,34,34,34,29,23
34,1,33,38,29,31,26
34,2,31,34,26,31,22
22,2,32,34,29,28,41
21,1,35,34,37,29,27
18,1,29,38,35,31,33
36,2,29,31,31,33,39
26,1,25,31,30,31,24
16,2,36,38,35,31,39
47,2,39,34,29,29,24
46,2,30,33,29,29,29
20,2,33,30,26,24,25
23,2,31,36,36,33,39
20,2,27,32,28,27,24
15,2,31,33,30,27,32
21,2,34,32,28,34,40
13,2,35,31,31,34,34
21,2,33,31,33,27,32
15,2,31,32,35,28,38
28,2,33,36,31,29,39
57,2,33,38,32,32,22
25,1,32,36,32,29,36
20,2,38,38,31,29,31
32,1,33,31,30,29,37
14,1,33,35,32,36,30
31,2,31,34,33,32,38
40,2,29,35,32,25,40
13,2,38,32,31,34,26
28,2,32,35,35,29,32
27,1,30,32,31,36,25
54,1,38,31,30,34,27
45,2,34,33,30,37,20
24,2,31,33,27,31,25
49,2,30,33,32,30,27
21,2,36,35,33,30,27
26,1,27,37,30,31,29
17,1,31,30,29,32,18
39,2,31,36,27,29,27
35,2,35,28,34,31,30
33,2,34,31,29,29,19
32,2,30,32,28,30,24
47,1,32,34,32,30,20
55,1,33,37,31,29,28
45,1,33,30,35,35,23
17,2,31,32,31,29,38
17,2,30,33,33,24,39
40,2,27,35,35,29,29
15,1,32,32,28,28,26
32,2,33,34,25,36,37
19,1,32,32,31,33,31
20,1,34,38,31,29,38
49,2,31,31,31,29,33
34,2,29,36,32,27,33
19,1,33,29,31,34,27
26,2,34,29,32,31,30
18,2,32,38,30,34,34
14,2,33,35,33,34,35
16,1,32,29,29,35,33
19,2,34,31,32,30,37
26,1,37,33,32,36,30
37,2,36,38,35,27,29
16,1,33,38,31,34,19
20,2,34,30,36,30,34
23,1,32,28,31,31,27
15,2,29,33,35,33,41
18,1,30,35,29,28,30
44,0,28,27,32,33,19
15,2,30,30,35,30,41
33,2,34,34,36,32,35
15,2,32,35,28,30,33
17,1,34,33,27,29,19
20,1,34,38,32,24,22
17,2,34,30,34,32,36
21,2,31,35,37,27,42
13,2,34,37,25,30,23
36,2,32,29,31,32,25
39,1,31,32,31,30,28
34,2,30,31,26,28,30
97,2,34,34,34,34,34
25,2,30,34,35,34,31
20,2,32,33,30,32,39
16,2,32,34,34,25,32
45,2,34,37,37,35,38
36,2,26,32,29,25,28
26,2,32,32,31,30,33
32,1,32,40,30,34,35
41,1,34,31,34,32,18
20,2,25,33,32,35,33
16,1,26,34,34,35,22
53,2,32,24,29,28,36
27,2,31,37,35,32,37
47,2,30,36,30,31,24
18,2,33,39,35,26,40
28,2,37,36,33,28,30
18,1,32,32,38,26,38
18,1,27,34,28,28,32
14,1,29,30,29,33,31
13,1,24,35,31,28,40
22,2,32,35,31,28,37
25,2,36,38,37,36,40
15,1,28,37,36,24,40
22,1,34,35,32,35,22
17,2,32,40,37,33,37
40,1,29,31,35,31,34
22,1,25,34,34,33,25
38,2,30,28,30,34,26
15,2,35,36,34,30,27
56,2,33,37,28,30,26
31,2,33,33,27,28,28
32,2,33,35,35,31,34
16,2,32,36,38,32,35
20,1,31,37,36,31,26
19,2,35,33,36,31,35
18,1,33,30,36,34,31
26,2,28,34,27,32,25
24,2,30,30,22,22,18
24,2,31,34,35,27,31
18,2,32,29,30,28,37
15,1,28,36,28,34,40
23,2,34,36,36,32,34
39,2,32,33,31,31,27
31,2,29,32,30,29,23
22,1,36,32,33,30,31
17,2,30,34,36,22,31
20,2,34,35,29,29,41
26,2,32,34,29,35,20
18,1,27,30,34,26,23
17,1,36,36,30,35,39
32,2,35,31,30,24,26
22,2,32,34,36,32,39
20,1,32,36,33,33,28
18,2,29,28,33,27,36
57,1,33,31,31,30,22
25,2,32,35,30,28,24
20,2,26,38,39,26,38
19,1,32,39,30,27,31
14,2,37,35,33,31,27
56,1,31,32,36,34,28
14,2,32,33,30,33,26
32,2,34,31,30,32,39
20,2,28,33,31,30,31
18,1,36,34,32,36,24
14,1,27,38,34,30,26
63,2,34,28,30,34,19
19,2,38,35,28,36,38
18,2,34,28,31,26,26
50,2,34,30,33,30,29
17,2,38,38,32,33,37
17,2,32,35,37,28,38
27,2,36,40,35,37,34
46,2,26,24,30,31,28
26,2,30,31,33,29,40
23,1,33,33,33,32,25
18,1,26,40,37,30,27
32,2,31,33,32,29,28
32,1,32,38,26,27,40
14,2,29,30,36,34,35
30,2,37,32,32,33,27
35,1,24,35,33,24,37
24,2,29,33,30,30,24
49,2,27,30,29,33,31
15,2,29,27,28,27,33
16,2,39,36,29,29,31
18,2,29,32,33,26,36
40,2,32,33,34,25,27
28,1,32,29,28,30,27
30,2,34,31,36,33,41
18,2,33,29,32,34,34
80,2,27,34,34,31,27
14,2,36,34,34,30,40
23,1,31,32,33,34,23
19,2,34,29,31,32,36
21,2,31,35,32,31,33
32,1,32,34,31,28,20
24,2,28,32,30,27,38
25,2,33,37,33,32,24
22,2,31,26,30,30,27
23,2,26,25,35,35,22
13,2,33,29,36,36,29
34,1,34,32,31,32,26
51,1,29,28,31,34,24
29,1,30,31,31,25,30
20,2,36,30,27,32,31
33,2,39,37,35,32,36
22,2,28,34,29,26,34
44,1,34,34,29,33,29
19,2,33,35,25,26,28
24,2,30,39,33,28,36
19,1,31,33,31,30,34
22,2,33,37,39,35,40
35,1,31,36,31,30,24
18,2,29,34,32,27,38
20,2,33,33,30,35,32
19,1,31,39,33,35,22
25,2,28,31,32,27,30
35,2,29,31,31,27,30
18,1,39,37,33,35,42
15,2,29,38,28,32,33
20,2,28,34,27,33,37
46,2,33,33,27,26,26
27,2,27,35,32,30,33
32,2,32,35,35,32,36
25,1,32,32,33,37,29
17,2,31,30,33,27,40
26,1,29,37,26,25,22
14,2,23,34,38,32,32
41,2,30,27,29,29,31
17,2,34,30,28,30,25
33,2,31,26,26,26,31
28,2,34,29,32,36,34
20,2,30,30,27,30,32
44,1,28,34,27,27,27
21,2,30,31,36,33,34
23,2,36,35,27,35,36
21,2,31,33,33,32,36
36,2,32,34,35,36,35
13,2,29,27,29,30,42
18,1,33,35,32,32,26
18,2,32,38,25,25,31
22,2,31,32,32,32,22
17,2,30,35,34,34,38
26,2,32,28,34,30,36
13,2,30,27,32,32,27
25,2,32,31,34,32,27
68,2,32,32,28,27,26
19,1,31,29,26,28,33
17,2,32,32,34,31,30
42,2,34,35,24,31,42
52,1,34,32,31,28,27
20,2,35,35,29,29,37
49,2,30,35,30,32,30
20,1,34,36,36,33,17
64,1,30,38,32,25,24
23,1,29,33,32,28,32
29,1,29,28,24,28,35
22,1,26,31,31,33,29
21,2,36,34,34,28,37
21,2,31,30,32,38,24
14,1,24,39,36,23,33
16,2,32,36,32,34,36
22,2,35,36,29,29,42
18,1,31,36,34,28,34
19,1,32,33,30,29,26
15,2,29,31,28,33,33
29,1,31,34,34,25,34
18,2,34,34,30,28,34
36,2,32,35,28,34,18
20,2,33,35,34,34,30
56,1,32,37,28,30,35
16,1,29,35,25,29,27
30,1,27,28,36,31,27
25,1,32,28,31,32,19
19,2,30,37,30,31,29
16,1,35,36,29,29,27
20,1,32,35,29,26,25
46,1,29,33,34,35,33
18,2,28,29,32,29,32
44,2,32,34,33,28,34
38,1,31,34,33,29,25
37,2,38,34,32,33,20
45,2,33,26,33,30,26
18,2,32,34,32,30,26
45,2,33,31,23,30,30
57,1,29,34,24,34,26
28,1,30,37,31,29,26
33,2,32,38,30,28,29
34,1,27,26,30,29,37
35,2,30,29,26,29,37
32,2,32,30,31,30,31
54,2,33,36,26,31,22
17,2,33,36,31,31,39
19,2,26,35,32,35,34
15,1,26,31,27,34,27
31,1,33,33,33,32,29
16,2,31,36,30,29,26
18,2,34,36,32,29,34
19,1,35,35,28,29,42
17,2,33,28,30,33,34
18,2,33,30,30,30,37
20,2,33,36,33,30,31
20,2,34,24,32,27,18
31,1,34,34,28,33,32
26,2,27,33,32,25,31
21,2,33,39,35,33,32
16,2,31,32,29,27,36
18,2,31,34,32,29,25
36,2,36,32,33,28,42
18,2,32,39,31,22,33
19,1,35,37,34,25,42
25,1,32,31,27,30,24
47,2,31,38,24,32,35
26,2,27,37,37,24,30
42,2,30,35,30,34,20
23,1,29,37,33,31,43
14,2,37,35,32,31,26
20,1,31,36,29,27,23
51,2,33,33,29,29,32
51,2,33,35,31,30,31
29,2,33,30,32,32,21
28,1,29,35,30,26,30
18,1,29,29,32,34,30
18,2,30,35,37,32,33
18,2,36,33,33,27,40
19,2,35,30,25,30,34
21,2,34,39,32,31,32
51,2,33,35,26,35,21
17,2,32,33,27,31,22
21,2,32,31,31,27,30
23,2,38,35,28,34,32
20,1,31,33,31,28,32
18,2,34,35,31,30,29
21,1,31,33,34,35,22
23,2,29,31,29,30,30
15,2,29,28,27,28,34
14,2,37,36,32,33,33
29,2,29,34,26,32,31
23,2,29,33,30,30,32
27,2,34,31,31,29,27
22,2,27,38,34,31,19
19,1,33,28,36,32,32
18,1,30,32,32,30,34
18,1,33,29,31,29,29
31,2,37,37,34,36,27
29,2,32,33,28,31,30
25,1,29,32,27,29,21
29,2,26,33,30,30,39
42,1,35,39,30,31,19
45,2,32,33,32,27,32
18,2,35,32,33,32,34
45,2,34,37,32,36,25
30,2,33,36,29,31,32
1974,2,36,28,29,32,26
14,2,32,31,27,30,35
18,2,37,37,33,30,38
20,2,28,32,32,25,32
16,2,30,32,30,31,24
19,2,30,34,27,26,38
32,2,34,37,31,28,37
15,2,31,40,37,25,23
45,2,26,31,24,26,20
22,1,29,29,27,31,21
53,2,30,37,29,23,37
17,2,36,35,34,38,39
19,2,26,35,27,35,36
37,2,33,29,33,33,29
21,1,29,32,30,26,22
17,1,26,36,34,27,30
40,2,34,38,31,31,33
14,1,29,27,30,32,33
18,2,32,31,29,37,27
21,2,34,34,25,29,32
20,2,32,33,34,30,37
25,2,33,32,34,28,27
15,1,30,35,27,32,30
31,1,28,35,34,32,22
21,1,33,33,38,35,31
22,2,33,32,33,30,36
21,2,33,38,38,31,34
14,2,28,32,28,30,34
21,2,25,34,29,36,29
20,2,39,31,34,34,27
20,1,30,31,31,30,27
20,2,26,27,26,25,25
24,1,32,31,33,29,39
32,2,27,32,33,31,31
21,2,31,33,36,28,43
31,1,35,40,31,28,21
223,1,30,33,33,34,26
18,2,28,32,29,27,22
30,1,31,38,34,30,40
48,1,28,35,36,30,22
57,1,30,31,25,30,26
22,2,36,34,33,33,34
41,1,29,33,30,32,29
18,2,34,34,35,31,35
38,2,32,33,26,30,24
23,2,31,35,36,28,37
13,1,36,38,31,33,43
60,2,35,33,29,32,27
21,1,29,28,28,31,27
31,2,31,34,32,31,31
20,2,32,25,25,30,31
20,2,32,40,33,38,33
19,2,28,30,31,29,37
21,1,25,31,26,25,20
35,2,33,32,31,36,33
24,1,30,33,25,31,29
50,2,34,36,26,34,28
18,2,28,40,35,30,28
45,2,26,31,28,28,32
18,2,34,31,32,32,34
19,2,33,32,33,32,27
23,2,35,34,27,28,25
30,1,35,33,26,28,30
17,2,29,32,30,27,41
32,2,32,33,32,32,24
53,1,34,33,27,31,23
18,2,34,34,39,36,35
16,2,36,35,31,31,30
15,1,27,37,34,23,41
18,2,28,29,30,32,31
59,1,29,37,31,34,27
22,2,33,35,34,34,29
18,2,32,37,38,34,42
14,2,36,28,29,35,35
32,1,29,30,28,26,23
15,2,34,30,34,31,28
34,2,34,37,31,35,30
17,1,31,36,31,34,38
19,2,29,30,31,32,36
20,2,31,29,38,28,39
53,2,32,33,36,31,27
26,1,31,28,27,33,27
20,2,32,31,26,29,29
18,2,28,39,23,34,35
25,1,35,38,30,31,31
18,1,30,31,34,30,32
20,1,30,34,32,31,29
34,2,32,30,27,31,19
15,2,27,35,39,29,33
18,2,39,31,27,30,39
18,2,32,36,31,32,30
27,2,28,28,31,29,28
27,2,34,28,34,38,23
23,1,32,35,31,26,22
14,2,36,38,33,32,42
39,2,28,34,33,29,40
21,2,34,30,32,31,35
39,2,33,35,26,32,17
22,2,29,32,35,31,37
22,2,30,35,28,29,19
14,1,30,37,35,30,26
15,2,34,36,32,32,34
21,2,32,31,36,30,32
27,2,33,30,34,33,36
44,1,30,30,35,30,29
29,2,29,33,30,24,32
22,1,31,32,27,27,37
22,2,34,30,34,29,29
55,2,34,34,31,35,20
39,1,33,37,33,32,21
19,2,29,30,36,31,24
18,1,35,35,35,34,38
58,1,34,39,35,31,22
43,2,33,26,33,28,21
20,1,27,29,28,29,30
53,2,33,35,27,30,26
17,2,32,35,29,28,36
27,2,32,34,37,35,41
19,1,35,36,32,35,25
49,2,32,28,26,26,30
14,2,35,37,32,27,36
41,1,26,36,35,28,42
15,2,34,31,34,30,30
23,2,31,33,31,32,35
31,1,34,29,26,35,24
32,1,38,38,31,33,36
20,1,33,34,37,38,25
18,1,33,39,36,34,33
23,2,31,33,32,23,29
20,1,34,37,33,36,32
27,2,29,34,36,29,32
17,2,33,33,26,29,42
16,2,34,34,36,34,40
51,2,31,27,30,27,38
20,1,33,34,32,27,27
21,2,29,32,28,29,25
25,1,31,32,28,34,29
33,2,35,33,37,28,39
17,2,34,24,23,36,19
17,1,28,31,28,28,25
18,2,37,35,27,31,36
27,2,28,35,29,35,18
19,2,34,34,36,33,26
25,2,34,32,29,37,20
18,1,33,35,33,31,26
33,1,33,31,34,35,41
26,1,32,32,33,32,27
18,2,28,35,31,24,35
25,1,37,35,30,33,25
34,2,31,37,29,29,40
19,2,34,31,37,30,27
47,1,31,34,34,32,27
29,2,26,28,30,29,39
21,2,33,35,32,27,31
19,1,29,36,36,25,31
66,2,32,35,37,32,36
19,0,30,32,33,32,24
18,1,38,37,29,33,27
17,2,29,36,28,30,31
19,2,35,31,33,26,23
17,2,32,36,31,30,30
34,1,31,27,29,34,33
44,2,33,26,29,27,26
18,2,32,31,29,26,27
