age,gender,A_total,O_total,C_total,E_total,N_total
57,2,35,37,34,38,17
23,1,32,37,30,33,21
20,1,28,39,29,31,29
15,2,34,29,30,28,39
32,2,31,34,35,35,37
33,2,27,31,29,30,33
17,2,33,37,32,31,40
19,2,32,31,30,36,32
14,1,31,35,35,35,19
56,2,34,36,34,30,30
17,1,36,38,26,30,22
26,2,33,29,25,32,25
52,2,38,28,24,30,39
14,2,33,38,33,32,40
32,2,29,37,34,30,21
19,2,34,34,30,27,28
28,2,34,28,26,33,26
16,2,38,36,36,31,37
33,2,34,36,33,33,29
44,1,38,28,23,34,25
15,1,28,36,30,31,24
52,2,32,40,33,24,41
20,1,33,34,33,32,39
25,2,34,35,24,26,38
32,2,33,38,28,23,38
20,1,28,36,30,32,27
18,1,36,31,34,27,25
17,1,35,30,34,28,32
24,2,31,31,30,31,27
31,1,38,32,35,32,34
22,2,32,33,32,32,34
20,2,33,31,30,32,32
20,2,36,27,30,28,38
21,2,33,30,38,32,31
18,2,26,27,27,31,29
21,2,34,32,28,28,32
21,2,29,36,32,34,21
22,1,32,37,32,33,22
27,2,31,38,33,24,23
54,2,30,36,36,33,21
23,1,26,34,28,27,34
21,2,33,38,34,26,33
20,1,31,37,35,30,28
17,2,33,30,32,32,34
26,2,33,35,36,32,28
36,2,33,31,30,29,25
18,2,32,33,31,34,32
21,1,30,29,34,29,41
15,1,28,35,25,26,25
29,2,32,34,30,31,28
18,2,32,32,23,22,35
23,1,29,28,27,29,26
22,2,30,29,31,28,36
32,1,34,31,37,36,24
42,2,31,39,30,29,34
46,1,33,37,26,30,23
19,2,30,28,32,31,34
23,2,35,33,39,30,41
38,2,29,26,36,36,33
20,1,30,35,38,26,33
42,1,33,32,30,29,29
22,2,33,32,27,34,40
19,2,38,36,32,28,34
22,2,34,30,28,33,32
18,2,31,29,31,30,32
16,2,32,28,31,29,34
17,2,30,30,33,35,34
20,1,27,31,26,28,25
20,2,32,33,24,34,33
28,2,31,35,35,35,35
16,2,33,32,31,31,31
32,1,28,34,26,25,32
32,1,32,35,32,31,32
15,1,38,34,33,38,22
25,2,38,30,32,36,35
28,2,32,31,28,30,30
19,2,31,33,30,29,27
18,1,32,31,31,31,22
23,2,30,28,27,31,31
45,1,33,27,31,35,25
14,2,33,37,33,31,37
18,1,32,33,31,28,34
21,2,31,34,29,29,29
25,1,30,32,28,29,36
67,2,33,34,37,36,21
23,2,35,26,33,25,40
19,1,39,34,32,30,35
22,2,37,33,34,27,28
24,1,33,35,35,31,37
60,1,34,36,34,28,34
30,1,33,34,31,33,20
14,2,29,26,37,32,33
39,2,33,25,28,24,26
16,2,31,35,31,32,24
19,1,28,30,30,31,29
45,2,32,33,29,30,29
23,2,31,36,29,28,29
40,1,32,36,32,32,37
26,2,36,30,31,36,41
37,1,30,34,31,32,29
20,2,37,35,32,34,43
48,1,33,31,30,29,18
24,2,35,26,27,31,28
57,2,36,38,34,27,35
34,1,36,31,36,32,36
40,2,33,28,31,29,23
24,2,34,28,35,32,31
23,2,36,38,34,29,40
22,1,35,34,34,34,38
24,2,31,27,32,37,23
20,2,32,31,32,32,29
23,1,39,32,36,37,36
32,1,35,29,32,26,21
16,2,28,38,34,28,42
16,2,34,32,28,35,35
38,1,29,35,33,30,31
41,2,35,32,32,32,18
21,1,36,34,29,28,32
17,2,35,33,33,29,38
14,2,36,32,31,28,23
46,1,27,36,36,30,20
30,1,32,37,34,34,24
21,2,32,36,23,29,38
18,1,34,26,32,31,40
14,1,30,33,28,26,38
36,2,28,26,29,32,20
55,2,32,34,32,27,25
21,2,31,33,32,31,30
21,2,27,24,33,30,28
22,2,31,32,37,37,39
46,1,25,37,33,30,19
32,2,34,30,22,30,22
15,2,33,31,32,24,38
40,2,31,29,30,34,30
23,2,36,35,29,34,42
24,2,29,29,34,33,31
30,2,35,35,35,32,25
32,2,31,35,24,32,31
29,2,33,35,34,33,34
31,1,36,34,24,32,36
25,2,31,28,30,29,29
27,2,35,29,33,34,42
18,2,31,28,38,36,28
18,2,35,31,31,33,18
18,2,37,38,31,32,40
17,1,35,26,33,31,35
21,2,34,34,30,31,41
15,2,34,38,33,36,22
17,2,30,28,29,33,29
16,2,32,37,29,31,43
30,1,28,37,34,22,40
23,2,31,28,33,28,22
20,2,30,36,35,30,25
41,1,31,34,27,29,37
31,1,32,30,31,32,32
34,2,32,36,29,32,31
30,2,34,38,31,31,22
19,2,36,35,30,32,21
23,1,34,26,28,27,28
54,1,28,38,29,31,31
18,2,30,32,34,31,26
20,2,31,33,31,29,27
27,2,30,30,28,30,25
23,2,33,34,36,33,25
38,2,26,35,29,31,29
14,1,30,33,32,34,19
22,2,39,31,26,31,33
24,1,32,29,28,31,29
21,1,31,36,27,32,30
48,2,36,30,29,34,33
23,2,36,32,30,30,36
18,2,35,33,26,34,29
18,2,35,35,32,30,25
54,2,26,28,30,30,39
19,2,28,33,33,30,28
24,2,33,33,31,33,21
30,2,32,31,30,28,33
36,1,36,29,32,26,41
39,1,33,34,26,30,41
49,2,31,32,32,33,27
24,2,34,37,37,22,27
30,2,35,35,31,34,37
23,1,38,35,34,36,38
16,2,37,39,29,38,40
16,2,32,32,32,29,26
25,2,33,31,24,30,28
20,2,35,29,32,37,25
13,1,36,32,34,28,31
21,2,35,36,36,36,39
26,3,33,33,26,26,31
20,2,34,30,34,29,26
33,2,25,27,25,29,42
32,2,32,32,32,31,18
34,1,28,31,26,33,23
28,1,34,33,28,30,30
17,1,27,32,29,27,35
17,1,27,34,32,32,26
36,2,33,36,32,36,20
33,1,34,31,35,37,27
43,2,32,30,33,32,24
27,1,30,38,30,28,19
38,2,30,33,36,33,24
1985,2,34,34,34,36,25
35,2,27,31,35,32,29
20,1,28,29,29,26,22
17,2,29,30,33,31,31
21,2,30,36,35,30,39
42,1,30,38,34,31,26
28,2,34,36,35,26,38
17,2,31,31,29,31,35
16,2,30,31,33,31,35
20,2,28,36,25,29,24
19,2,32,31,31,32,35
16,2,31,31,31,27,38
14,2,29,38,29,34,19
21,1,29,33,33,30,34
19,1,31,31,31,30,29
28,1,35,34,30,32,18
36,1,31,35,33,33,33
16,2,28,28,34,28,38
21,2,30,33,29,31,19
17,1,31,29,32,30,40
28,2,26,34,31,31,30
17,1,32,31,29,30,28
40,1,23,38,35,29,35
52,1,31,34,27,28,21
16,2,38,30,31,38,22
16,2,27,36,30,24,34
22,1,32,39,28,27,30
16,1,27,29,27,27,28
18,1,31,31,33,32,30
28,2,35,31,33,31,34
20,2,33,28,29,32,34
22,2,31,32,33,33,33
27,1,29,27,30,31,25
23,2,38,34,27,34,39
47,2,32,32,31,29,23
17,1,29,32,24,31,34
18,2,31,30,32,32,34
23,1,36,38,38,28,33
28,1,38,33,31,31,37
27,2,29,33,28,30,36
69,2,34,38,29,29,32
14,2,32,40,32,29,35
19,2,32,34,32,28,28
15,2,32,33,39,31,23
55,2,34,30,32,34,29
18,2,24,32,29,29,37
45,2,37,32,33,28,23
41,1,33,29,31,35,28
19,2,35,36,31,31,27
21,1,33,28,31,37,37
16,2,30,30,38,32,39
43,1,28,30,31,26,23
18,2,35,26,33,33,24
28,2,30,32,30,30,29
29,2,35,32,27,29,39
16,2,30,31,28,34,28
29,2,30,32,29,31,32
22,2,34,31,32,28,33
30,2,33,35,32,32,35
19,2,32,35,33,28,24
17,2,32,37,31,32,38
20,1,34,38,37,29,24
28,1,33,29,34,34,22
53,1,26,35,34,26,22
20,2,28,29,30,29,25
22,2,32,31,30,25,33
20,2,33,37,35,33,38
47,2,27,40,35,34,37
23,2,35,34,37,34,37
32,2,30,36,37,32,37
19,1,34,35,35,35,29
21,2,35,35,23,31,38
35,1,32,33,36,28,24
41,1,27,27,33,27,23
23,2,36,37,27,25,26
49,2,28,34,29,33,22
49,2,30,33,32,26,26
22,2,26,37,31,24,22
16,1,30,35,32,30,32
40,1,34,35,28,31,26
16,1,27,32,34,34,31
17,2,27,35,32,28,28
18,1,32,30,31,35,27
24,2,35,33,30,36,32
22,2,38,27,30,27,23
21,2,35,30,28,30,31
19,1,34,33,33,33,38
32,1,33,39,30,30,21
22,2,38,31,30,38,33
55,1,29,34,34,29,34
51,2,35,34,33,31,34
18,2,34,34,35,29,33
20,2,29,32,33,30,26
15,2,30,34,39,26,41
18,2,33,24,22,30,28
20,2,27,33,33,29,26
48,1,33,36,31,30,34
38,2,32,38,29,27,27
20,2,30,27,36,36,24
49,1,34,35,27,27,21
28,2,30,29,31,33,23
30,2,33,34,38,36,23
21,2,36,28,32,30,31
19,2,29,32,31,31,25
20,2,29,31,34,32,32
24,2,35,39,30,29,37
26,2,35,34,38,29,39
21,1,28,38,29,29,28
26,1,32,37,30,30,33
58,2,32,38,34,30,17
14,2,37,28,28,32,28
17,2,26,31,29,26,35
14,2,26,37,31,27,26
19,2,34,35,32,31,32
23,1,35,33,33,32,28
51,2,30,30,29,32,28
26,2,28,33,32,32,40
51,1,33,36,33,34,25
36,1,34,34,32,32,38
17,2,33,36,29,30,27
49,1,31,36,32,30,37
14,2,31,29,34,31,38
23,2,31,31,32,28,32
52,2,34,34,34,30,18
37,2,34,39,34,26,34
23,1,36,32,31,37,30
18,2,32,33,29,27,25
22,1,25,34,30,24,20
19,2,33,30,34,34,41
48,1,27,29,31,24,28
17,1,29,27,27,30,25
26,1,31,33,33,33,40
17,2,35,37,30,30,35
18,2,32,36,27,35,28
17,1,32,34,30,32,28
19,2,31,26,29,28,29
20,2,33,32,29,31,34
29,2,32,34,32,35,35
17,2,37,35,39,29,40
30,2,29,31,33,29,31
27,1,39,24,33,33,39
34,2,33,36,32,27,28
49,2,32,37,35,30,31
18,1,35,34,33,31,37
18,2,30,28,27,31,31
18,1,32,28,30,35,29
18,2,34,34,34,34,40
49,2,31,30,31,30,18
26,2,35,32,29,28,38
26,2,30,32,29,30,30
58,1,32,38,36,32,36
19,1,32,30,27,31,41
32,1,34,39,31,32,29
20,2,32,32,29,31,36
22,2,31,30,34,25,32
58,2,30,34,30,30,18
19,1,33,33,33,35,27
25,2,35,29,32,29,32
15,2,37,34,38,26,30
42,2,29,38,32,28,26
25,2,27,30,26,24,36
17,1,27,38,35,31,27
53,2,26,31,32,32,26
13,1,29,34,32,33,37
48,1,34,35,32,32,19
27,1,38,30,39,29,38
21,1,35,33,35,30,23
39,2,30,33,29,35,20
24,2,38,39,33,28,38
19,1,31,33,35,33,25
18,2,30,32,27,33,26
19,2,30,27,29,33,26
18,2,29,33,31,30,36
24,2,33,35,35,29,40
16,1,30,33,30,30,32
23,2,32,30,29,31,30
24,2,34,30,30,34,26
45,2,34,39,27,27,24
28,2,30,28,28,28,30
1996,2,33,24,33,22,27
16,2,29,34,35,28,22
16,2,34,34,32,34,33
17,2,32,32,32,25,30
17,1,32,32,31,30,29
29,1,33,38,33,32,30
17,1,31,34,30,30,31
16,2,33,35,37,35,28
20,2,29,31,28,29,27
17,1,35,29,32,29,31
26,2,34,33,38,35,37
43,2,31,34,31,25,22
18,2,34,31,30,36,31
19,2,35,34,35,32,36
26,2,35,34,30,34,28
37,2,32,36,22,26,19
38,1,31,34,34,33,28
22,2,32,31,33,30,33
20,1,28,29,33,30,27
58,1,29,31,30,33,27
55,1,31,33,29,32,23
43,1,31,29,31,37,28
17,2,37,32,33,30,33
17,2,25,29,29,30,38
16,2,29,26,25,28,35
17,2,30,35,36,31,27
22,1,31,35,30,30,24
17,2,33,35,35,30,23
45,2,30,29,26,28,33
22,2,32,31,31,26,35
55,1,34,36,33,28,23
20,2,36,31,32,29,30
25,2,33,33,34,34,34
30,2,33,31,35,33,32
18,2,28,28,28,28,35
28,1,31,31,30,35,30
18,1,28,34,32,30,36
45,1,29,34,33,28,24
15,2,35,33,29,28,31
23,2,30,32,30,33,27
43,1,27,34,35,37,18
16,1,38,32,29,32,27
19,1,28,32,32,34,23
31,1,25,28,29,29,32
22,2,27,29,33,31,39
19,1,31,29,26,29,23
28,2,28,33,32,29,27
46,1,34,36,28,30,26
21,1,27,34,31,29,21
14,1,34,34,31,36,27
30,2,30,35,33,35,36
31,1,31,34,33,33,37
31,2,29,26,29,30,29
23,2,32,31,30,35,30
33,2,31,35,34,31,28
32,2,37,29,30,35,37
20,1,38,37,34,31,34
56,2,32,32,37,31,23
36,2,33,29,27,28,19
20,2,36,33,30,33,41
18,2,36,31,34,38,31
31,2,32,34,30,34,39
20,1,27,27,27,28,33
37,1,39,34,30,37,24
26,2,34,35,37,32,31
21,2,26,32,33,36,35
28,2,36,37,30,26,28
21,1,27,26,35,29,35
19,1,36,35,34,35,28
19,1,31,34,36,31,27
17,2,28,29,31,32,42
33,2,31,32,29,32,32
37,2,29,34,28,30,33
18,2,34,38,33,29,23
19,2,29,30,24,28,35
42,1,38,31,29,28,29
15,2,27,25,27,23,21
16,2,33,28,30,30,33
16,2,37,34,32,33,25
27,1,27,29,28,33,42
25,2,30,30,32,29,35
17,2,32,30,33,32,38
19,1,31,31,30,28,34
19,2,30,32,30,31,25
17,2,34,39,29,27,23
18,2,28,31,27,30,35
23,2,34,30,28,35,28
23,2,35,33,33,38,25
15,2,24,35,38,28,34
18,1,31,30,27,33,21
22,2,33,36,33,32,23
32,2,33,30,28,29,28
24,2,32,37,33,28,30
55,1,29,33,26,25,31
20,2,36,35,27,26,35
23,2,31,32,26,29,31
35,1,30,36,35,36,19
24,2,29,31,22,31,36
30,2,31,32,30,27,34
18,2,32,36,33,33,24
71,2,29,30,33,31,32
41,2,31,38,35,28,36
25,2,30,33,31,31,37
50,1,28,34,32,30,25
19,2,34,33,34,32,35
57,2,28,33,33,27,32
18,2,35,38,29,27,39
54,1,31,30,28,29,29
18,2,27,31,33,37,40
23,2,28,37,32,32,28
22,1,30,38,34,34,32
33,1,25,34,29,29,23
17,2,30,39,31,27,29
43,1,26,36,31,30,37
21,2,31,31,33,30,36
19,2,34,30,36,28,32
24,2,33,32,29,29,24
20,1,30,37,29,29,26
18,2,32,37,31,36,31
32,2,26,34,34,30,35
18,1,29,33,34,30,26
29,1,32,35,32,31,20
21,2,28,30,24,29,27
18,2,34,29,30,30,33
20,2,35,33,30,31,29
14,2,32,37,31,25,41
32,1,27,33,34,30,21
55,1,33,35,26,28,31
18,2,34,32,34,35,29
29,2,37,37,36,36,32
64,1,24,31,35,28,31
17,1,29,32,26,29,40
15,1,34,38,35,29,32
21,1,31,30,27,28,37
24,1,28,24,24,30,36
22,2,31,31,29,28,25
18,2,38,38,32,38,26
58,1,30,35,33,30,23
18,2,29,30,33,34,36
39,2,34,33,36,34,28
20,1,36,31,31,33,18
28,2,27,28,33,32,35
48,2,28,36,32,27,39
31,1,35,34,25,30,23
26,2,33,35,29,30,31
20,2,34,34,38,28,30
23,2,29,31,28,25,23
22,2,37,40,37,32,35
30,2,32,35,36,33,28
19,2,26,30,31,31,33
24,2,33,33,32,31,34
33,1,29,32,32,27,17
21,1,31,33,32,30,22
39,2,39,30,30,30,24
43,2,32,34,29,32,21
23,1,32,27,36,24,26
19,1,30,37,30,27,23
33,2,31,27,33,38,37
21,2,34,33,36,32,35
23,2,38,34,31,34,27
54,1,32,36,34,32,19
19,1,30,34,33,30,36
38,1,28,33,31,35,25
21,2,33,36,29,30,36
21,2,37,35,37,36,36
21,1,29,28,35,30,24
19,1,32,30,34,29,25
25,1,35,35,33,37,22
21,1,30,31,32,32,21
14,2,31,37,34,33,38
17,2,29,29,27,27,28
21,2,33,30,27,32,19
25,1,29,35,26,26,36
31,2,32,33,31,29,43
20,2,36,25,31,26,24
26,1,34,36,31,36,25
23,2,35,33,31,29,34
23,1,26,38,30,30,20
24,2,37,27,34,37,23
44,1,31,34,31,24,33
54,1,29,28,31,28,27
20,1,28,38,32,29,25
16,1,38,35,29,32,21
18,2,30,37,34,36,28
22,2,35,27,29,36,39
17,1,29,32,35,29,30
18,2,35,33,34,33,42
20,1,31,31,30,30,36
21,2,31,31,28,30,40
18,2,31,32,32,33,29
21,2,33,34,29,29,34
20,2,29,35,32,27,26
28,1,32,34,30,30,23
21,2,30,26,29,30,36
52,2,29,37,31,35,23
18,1,26,33,37,34,28
21,1,28,36,33,37,28
30,2,35,34,37,24,18
20,1,29,34,32,30,25
19,2,31,30,37,31,36
52,2,30,32,29,30,26
19,2,33,33,23,29,38
41,2,34,34,28,28,21
22,1,28,29,26,31,26
23,1,32,26,32,29,28
56,2,28,34,30,30,30
22,2,30,35,37,31,36
33,2,35,33,30,32,30
30,2,33,30,32,38,40
24,2,36,35,32,33,34
22,2,31,34,32,33,26
21,1,33,31,35,34,29
18,1,30,31,30,32,35
22,2,33,31,34,32,42
33,1,36,38,37,30,40
18,2,28,30,30,29,34
13,1,25,34,32,35,27
25,2,31,30,31,29,37
23,1,30,34,34,29,26
17,1,33,30,34,33,30
67,1,32,39,29,31,22
18,1,30,33,27,27,26
24,2,32,37,35,30,40
32,1,35,34,37,33,32
18,2,35,31,34,33,23
17,2,34,36,32,31,37
18,2,28,33,28,32,26
68,2,28,33,25,27,25
49,1,33,31,37,34,23
15,2,34,31,36,27,38
60,1,32,36,38,33,30
25,1,32,34,33,34,37
17,2,34,37,31,27,39
17,1,34,34,26,28,32
26,2,33,34,23,24,23
19,2,30,36,33,31,26
16,1,34,34,32,26,25
52,1,33,33,29,29,26
17,2,30,38,38,30,26
27,2,32,28,32,28,26
28,1,34,27,27,32,32
14,2,34,31,31,29,41
26,2,36,31,37,33,39
24,1,29,37,28,26,32
13,2,31,34,33,32,24
20,1,39,35,32,31,23
39,1,26,32,32,28,25
17,1,32,37,28,33,19
16,2,36,29,28,28,42
16,1,28,36,29,34,23
17,1,31,32,29,33,34
68,1,35,35,33,29,30
23,2,32,28,31,33,37
28,2,34,32,29,30,43
17,2,29,35,28,27,31
42,1,34,33,34,32,25
41,2,34,35,31,34,34
14,2,32,37,30,34,38
27,1,33,34,32,34,27
23,2,36,38,37,32,35
56,2,34,35,28,30,26
58,1,30,40,33,28,33
19,1,28,33,31,30,39
16,2,30,29,25,33,27
15,1,29,35,34,33,29
25,2,33,33,26,22,36
23,2,33,34,24,29,21
22,2,35,30,29,29,22
43,2,34,33,35,30,38
69,2,28,33,24,28,34
34,1,26,38,31,36,32
46,1,28,30,33,31,24
15,2,35,34,31,34,34
18,2,29,34,29,28,26
36,2,31,35,31,28,27
19,2,35,29,32,33,30
16,2,29,38,25,31,30
17,2,32,34,30,31,27
17,2,33,26,32,31,36
21,2,26,28,28,31,34
16,2,32,34,22,29,40
20,2,30,29,29,32,27
14,2,38,38,30,25,27
22,2,35,32,28,30,22
16,1,32,34,30,27,36
21,1,28,27,34,33,31
22,1,34,35,37,31,26
27,2,33,36,27,29,27
21,2,25,32,34,23,35
27,1,34,37,33,32,27
21,1,32,37,28,34,31
21,2,28,34,38,26,41
29,2,36,37,31,33,28
48,1,33,36,25,30,22
19,2,34,28,26,36,43
38,2,29,29,32,30,27
25,2,31,36,34,29,27
33,2,31,31,36,30,34
18,2,36,28,33,33,37
24,1,32,31,31,31,39
20,2,31,34,28,33,24
22,1,27,34,31,25,25
19,1,33,38,33,25,26
18,2,31,33,30,35,28
20,2,30,36,30,30,28
20,1,31,33,29,34,26
19,1,36,36,32,31,29
22,2,26,27,33,28,43
36,2,27,37,34,29,33
37,2,39,30,32,32,22
37,2,28,34,30,28,26
21,1,31,31,35,24,32
68,1,24,24,23,24,25
27,2,36,34,32,35,24
20,1,35,31,30,31,36
17,1,32,29,27,30,29
25,2,33,26,33,27,23
16,2,32,39,34,30,28
20,2,34,31,32,34,39
32,1,34,31,37,34,29
20,2,32,34,29,29,32
1994,2,32,30,29,31,34
26,2,33,36,31,27,34
32,2,33,38,33,32,34
49,2,28,30,26,32,31
32,1,31,33,37,30,31
46,1,29,34,33,30,28
19,2,32,28,24,34,33
16,1,36,35,30,37,37
56,1,31,34,33,29,36
23,2,31,33,28,30,30
26,1,33,34,33,30,20
57,2,35,36,33,34,22
21,1,37,31,27,34,19
48,2,33,34,35,30,29
18,2,29,26,33,27,40
27,2,34,35,29,31,34
31,2,34,37,37,28,27
18,2,33,35,35,30,31
19,2,27,29,24,29,24
19,2,28,31,22,29,26
26,2,31,28,34,31,20
18,1,34,33,29,37,28
18,1,32,29,27,29,37
43,1,31,38,28,35,34
21,1,27,25,31,30,41
26,2,23,31,28,30,36
39,1,30,33,37,31,29
56,2,31,32,32,29,26
20,1,35,35,35,31,28
15,1,32,33,26,29,33
21,2,34,31,35,30,26
30,2,32,28,31,30,22
16,2,36,29,31,30,41
21,2,35,36,33,32,33
16,1,31,38,26,25,28
13,2,32,39,30,37,22
26,2,32,30,32,30,26
16,2,32,37,32,30,40
16,2,27,33,38,33,26
26,1,30,35,34,33,22
18,2,32,32,26,34,24
19,2,31,31,38,34,43
65,2,33,31,26,33,30
46,2,30,32,28,30,32
52,2,35,36,26,28,32
21,1,35,34,35,31,38
18,2,29,35,37,33,29
54,2,32,35,31,27,20
32,2,32,35,30,33,29
20,1,32,31,28,35,33
18,2,28,34,33,35,33
36,1,29,38,37,26,43
56,2,29,30,34,27,29
21,2,38,32,36,32,28
19,2,30,34,23,29,40
27,2,31,29,34,24,34
20,1,31,38,34,29,25
18,2,30,37,32,27,43
25,2,29,35,33,29,28
18,2,31,31,30,36,32
15,2,23,37,37,24,43
37,2,38,34,32,30,19
20,2,30,32,31,34,20
28,2,34,38,27,34,30
15,2,26,32,30,26,32
17,2,26,33,31,29,23
23,1,31,38,37,32,29
18,2,33,31,38,38,40
50,2,33,33,33,27,27
23,2,34,33,35,34,36
16,2,29,28,30,36,33
24,2,29,30,27,31,29
17,2,27,34,30,29,29
33,2,33,38,33,30,40
21,2,29,30,29,26,43
18,1,27,30,30,27,35
27,1,34,35,37,33,33
46,1,27,30,30,30,27
42,1,29,38,33,30,26
15,2,31,35,32,28,31
21,2,35,32,37,32,31
14,2,28,33,30,35,38
21,1,32,30,29,33,22
25,1,28,37,35,32,19
21,1,34,35,33,31,31
24,2,28,25,28,31,29
23,1,32,34,31,34,36
22,2,33,30,29,28,38
24,2,33,32,28,28,33
18,2,31,33,33,30,24
44,2,32,26,31,33,22
15,2,25,26,29,30,32
31,2,27,34,36,29,34
42,2,34,39,32,31,32
18,1,37,38,28,27,27
19,1,37,36,38,31,38
23,1,35,39,31,33,19
22,2,29,32,32,34,24
25,1,35,36,34,34,30
29,2,31,25,32,32,32
32,2,29,36,36,27,38
20,2,27,31,32,30,25
31,2,35,37,32,31,26
37,2,32,32,31,28,25
35,1,28,34,29,29,24
16,2,32,33,34,28,41
23,2,33,34,39,35,41
17,2,34,36,30,31,33
20,1,27,33,29,33,23
45,2,32,32,30,29,36
57,2,28,33,28,31,21
21,2,34,24,32,27,40
16,2,32,33,32,30,21
13,2,35,34,32,32,34
41,2,33,37,34,32,22
17,2,33,35,28,29,27
16,2,23,29,27,26,35
40,2,32,34,34,30,24
21,1,29,33,32,31,27
17,1,28,34,28,34,22
31,1,27,39,33,32,35
21,1,32,36,30,36,24
20,1,33,30,30,33,27
22,1,27,33,39,35,32
21,2,34,31,36,30,30
25,2,36,38,33,35,37
38,1,33,32,33,23,37
17,2,34,32,32,30,37
19,2,37,33,33,34,29
19,2,38,29,35,30,24
1996,2,31,26,29,32,34
18,2,30,32,35,34,36
19,2,28,29,32,36,26
21,1,34,36,31,24,37
26,2,32,37,28,26,28
19,2,31,33,28,33,30
51,1,35,37,36,30,23
17,2,27,36,31,33,28
13,2,31,34,29,30,37
27,2,35,32,30,31,30
37,2,35,31,31,31,27
22,2,32,28,37,26,29
28,2,35,30,34,29,37
23,2,31,39,36,27,28
14,1,28,38,34,33,22
15,1,36,35,29,34,32
33,2,35,37,37,36,37
18,2,26,31,31,28,28
16,2,32,33,36,28,34
21,2,26,32,32,27,33
17,2,27,28,29,30,31
18,1,32,33,35,29,35
18,2,29,40,33,31,18
18,2,31,30,32,28,32
37,2,37,33,30,29,34
20,2,33,33,39,33,35
18,2,31,36,37,26,40
40,2,32,35,29,25,29
18,2,34,35,32,36,34
33,2,30,33,33,31,39
19,2,30,32,32,34,28
13,1,29,39,34,27,33
20,3,33,32,34,29,32
17,2,29,37,35,33,40
23,1,31,35,35,27,25
15,1,28,34,31,29,25
23,2,31,28,35,23,28
38,2,33,36,34,37,39
1993,2,35,33,31,29,37
23,1,29,36,32,30,23
28,2,27,38,28,27,35
67,2,31,34,31,36,25
24,1,34,39,35,32,30
18,3,27,37,32,30,24
42,1,29,35,31,26,24
28,2,34,34,32,28,38
19,2,30,33,30,30,32
23,2,34,31,39,33,31
19,1,31,29,29,31,28
33,2,31,27,27,31,35
24,1,33,34,31,33,36
23,2,28,30,34,26,40
17,2,30,35,29,27,36
39,2,31,32,27,31,17
24,2,37,27,35,32,26
25,1,28,38,32,31,23
23,2,32,26,28,30,36
21,2,32,30,33,28,31
42,2,29,31,32,29,26
23,2,30,30,26,30,38
21,1,33,30,34,31,38
18,2,33,34,33,29,39
29,2,24,32,32,31,26
27,1,30,31,33,31,18
29,1,23,35,28,37,35
17,1,30,37,31,32,23
13,2,26,37,35,28,36
54,2,30,31,29,31,25
13,2,39,39,36,31,32
27,2,32,24,32,31,41
27,2,33,33,30,36,30
26,2,35,29,26,29,32
33,1,34,30,35,26,24
33,1,34,32,27,32,29
19,2,33,32,34,34,25
33,1,34,36,28,28,29
17,1,31,32,29,32,25
19,2,35,30,26,31,42
27,2,32,35,32,32,37
22,2,33,34,33,27,26
20,2,28,34,33,22,28
14,2,34,33,23,30,43
30,1,33,32,30,33,19
26,2,33,35,31,31,36
19,2,35,38,29,32,36
28,2,31,36,29,33,34
27,2,35,35,30,31,22
26,2,31,24,34,27,23
20,2,37,32,34,32,37
40,1,30,32,29,31,20
21,2,39,35,31,34,35
46,1,33,35,34,32,27
36,1,33,38,29,37,23
16,1,36,31,32,32,18
22,1,31,31,36,31,30
19,2,27,30,31,31,26
27,2,31,37,24,34,30
18,1,34,32,31,31,34
24,1,31,30,38,27,38
26,1,31,34,32,37,27
1992,2,33,25,29,32,36
20,2,34,35,33,38,32
37,2,30,33,32,34,18
18,1,30,35,30,32,29
44,2,34,36,34,33,31
37,2,31,33,28,33,36
21,2,35,34,38,36,27
40,2,32,37,35,32,20
18,1,27,32,29,31,35
18,2,39,35,35,30,31
18,1,25,37,37,28,24
17,1,30,34,30,38,19
18,2,30,29,29,32,42
21,2,31,34,30,32,32
22,1,29,35,32,29,37
15,2,34,34,31,32,28
16,2,30,36,29,33,28
24,2,33,35,32,30,38
18,1,32,35,32,36,24
22,2,38,33,37,29,33
32,1,34,38,35,30,21
28,1,30,31,28,34,32
31,2,30,33,33,33,30
20,2,33,31,35,31,33
18,1,32,35,32,36,25
33,1,34,33,26,27,27
21,1,32,33,33,37,32
29,2,29,26,27,28,18
19,1,30,34,31,36,33
46,2,33,36,34,31,31
45,1,32,33,33,36,18
33,2,31,38,38,31,33
25,1,36,31,30,29,39
23,2,32,32,30,27,22
51,2,30,34,28,25,22
29,2,32,40,35,27,36
18,1,37,33,30,33,18
21,2,38,27,28,31,37
29,2,25,38,28,30,18
18,2,29,33,31,28,30
21,1,30,31,27,28,37
22,2,27,32,28,29,40
20,1,34,32,31,35,38
40,2,34,35,29,31,31
18,2,33,37,31,33,25
33,1,37,25,33,30,34
16,2,28,28,30,35,25
15,2,38,35,33,29,27
43,2,29,35,38,35,26
18,1,32,34,32,31,29
18,2,27,27,27,33,38
18,2,24,36,31,28,30
55,2,31,36,28,27,26
29,2,35,40,33,31,30
26,1,34,32,34,28,39
48,1,34,38,27,27,24
52,1,32,33,35,29,23
21,1,29,29,31,32,31
21,1,32,38,32,31,30
19,2,36,30,32,25,38
30,2,32,31,35,33,38
26,2,31,28,32,30,35
26,2,33,36,29,35,21
19,2,33,28,33,31,36
21,1,30,26,29,27,33
